Country,Year,State,Type of Region,Month,Peak electricity demand (UOM:MW(MegaWatt)) |Scaling Factor:1,Peak electricity met (UOM:MW(MegaWatt)) |Scaling Factor:1,"Peak Electricity Demand Not Met (UOM:MW(Megawatt)), Scaling Factor:1","Percentage Of Peak Electricity Demand Not Met (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"March, 2022",14830.215,14818,12.22,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"March, 2022",4374.074,4363.805,10.27,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"March, 2022",10.701,10.701,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"March, 2022",14257.18,14257.18,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"March, 2022",28074.8336,28016,58.83,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"March, 2022",225.068,225,0.07,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"March, 2022",370.548,369,1.55,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"March, 2022",124,124,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"March, 2022",149,149,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"March, 2022",5388.941939,5369.678219,19.26,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"March, 2022",468.6553403,467.001007,1.65,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"March, 2022",8475,8475,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"March, 2022",15749,15749,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"March, 2022",122.056654,122.056654,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"March, 2022",16891.2249,16891.2249,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"March, 2022",14162.714,14160,2.71,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"March, 2022",1256.8192,1253,3.82,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"March, 2022",285.599,285,0.6,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"March, 2022",20479,20479,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"March, 2022",2162,2162,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"March, 2022",8919.71186,8900.242579,19.47,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"February, 2022",58.2,58.2,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"February, 2022",11342,11342,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"February, 2022",196.307,168,28.31,14.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"February, 2022",1499,1499,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"February, 2022",5079.525034,5059.403017,20.12,0.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"February, 2022",260,260,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"February, 2022",4664,4664,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"February, 2022",4985,4985,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"February, 2022",625,625,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"February, 2022",17492.6576,17456,36.66,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"February, 2022",7208,7208,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"February, 2022",1968,1968,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"February, 2022",1763.737193,1505.46524,258.27,15.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"February, 2022",14674,14674,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"February, 2022",4038,4038,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"February, 2022",9.824,9.824,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"February, 2022",15701.61,15701.61,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"February, 2022",26316.20745,26307,9.21,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"February, 2022",256.693,256,0.69,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"February, 2022",405,405,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"February, 2022",168.893,156,12.89,8.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"February, 2022",156.614,143,13.61,9.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"February, 2022",5433.810636,5433.810636,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"February, 2022",408.652893,408.652893,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"February, 2022",7076,7076,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"February, 2022",15784,15784,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"February, 2022",132.1650408,132.141916,0.02,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"February, 2022",15989.76,15989.76,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"February, 2022",13178,13178,0,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"February, 2022",1228.7178,1227,1.72,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"February, 2022",227,227,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"February, 2022",19088,19088,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"February, 2022",2379,2379,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"February, 2022",6545.265667,6542.975626,2.29,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"January, 2022",59.7,59.7,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"January, 2022",10143.0885,10122,21.09,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"January, 2022",164.126,164,0.13,0.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"January, 2022",1505,1505,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"January, 2022",5773.049476,5242.797592,530.25,9.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"January, 2022",271,271,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"January, 2022",4242,4242,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"January, 2022",5104,5104,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"January, 2022",609.35295,608.5,0.85,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"January, 2022",17680,17680,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"January, 2022",7164,7164,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"January, 2022",2030,2030,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"January, 2022",1850.393712,1609.816289,240.58,13.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"January, 2022",13580.5675,13580.5675,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"January, 2022",3892.265,3889.49,2.78,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"January, 2022",9.991,9.991,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"January, 2022",15516.99,15516.99,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"January, 2022",25559.8794,25542,17.88,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"January, 2022",258,258,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"January, 2022",408,408,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"January, 2022",156.06,150,6.06,4.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"January, 2022",144.492,139,5.49,4.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"January, 2022",5114.627153,5109.709058,4.92,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"January, 2022",401.7373777,400.997711,0.74,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"January, 2022",7105,7105,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"January, 2022",15634,15634,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"January, 2022",132.630231,132.630231,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"January, 2022",14987.49733,14979.12,8.38,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"January, 2022",11897.171,11840,57.17,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"January, 2022",1201.119,1201,0.12,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"January, 2022",224,224,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"January, 2022",19840,19840,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"January, 2022",2468,2468,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"January, 2022",6652.013221,6652.013221,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"December, 2021",59.4,59.4,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"December, 2021",9462,9462,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"December, 2021",146.131,146,0.13,0.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"December, 2021",1475,1475,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"December, 2021",4966.953736,4781.116182,185.84,4.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"December, 2021",251,251,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"December, 2021",4019.4154,4004,15.42,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"December, 2021",4685,4685,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"December, 2021",610.25,610.25,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"December, 2021",18021.6963,17709,312.7,2.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"December, 2021",7613,7613,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"December, 2021",1955,1955,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"December, 2021",1808.104554,1551.693494,256.41,14.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"December, 2021",11925.8775,11910,15.88,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"December, 2021",3829.5257,3824.8217,4.7,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"December, 2021",8.814,8.814,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"December, 2021",15916.6,15916.6,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"December, 2021",24428.547,24420,8.55,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"December, 2021",245.196,244,1.2,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"December, 2021",391,391,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"December, 2021",144,144,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"December, 2021",154.862,152,2.86,2.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"December, 2021",5430.448642,5427.124529,3.32,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"December, 2021",389.5799303,389.136597,0.44,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"December, 2021",7337,7337,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"December, 2021",15752,15752,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"December, 2021",133.456815,133.456815,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"December, 2021",14219.3999,14219.3999,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"December, 2021",10960.252,10935,25.25,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"December, 2021",1189.95095,1189,0.95,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"December, 2021",227,227,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"December, 2021",18587,18587,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"December, 2021",2318,2318,0,0.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"July, 2021",426,426,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"December, 2021",6349.312012,6342.652227,6.66,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"November, 2021",59,59,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"November, 2021",7875.706,7865,10.71,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"November, 2021",168.921,142,26.92,16.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"November, 2021",1636,1636,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"November, 2021",4626.322692,4345.304862,281.02,6.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"November, 2021",194,194,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"November, 2021",3804.6614,3802,2.66,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"November, 2021",3831,3831,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"November, 2021",628.5,628.5,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"November, 2021",17076,17076,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"November, 2021",6785,6785,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"November, 2021",1832,1819,13,1.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"November, 2021",1718.900253,1512.766089,206.13,12.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"November, 2021",9389.526667,9356.2925,33.23,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"November, 2021",3680.2887,3680.2887,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"November, 2021",8.876,8.876,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"November, 2021",14480.92,14480.92,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"November, 2021",25215,25215,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"November, 2021",223,223,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"November, 2021",378,378,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"November, 2021",131,131,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"November, 2021",152,152,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"November, 2021",5343.961819,5342.092087,1.87,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"November, 2021",392.337714,391.812714,0.52,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"November, 2021",6405,6405,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"November, 2021",14253,14253,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"November, 2021",118.4478595,118.365004,0.08,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"November, 2021",13204.86623,13198.6849,6.18,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"November, 2021",8365.154,8353,12.15,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"November, 2021",1231.1518,1229,2.15,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"November, 2021",253,253,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"November, 2021",16119,16119,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"November, 2021",1967,1967,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"November, 2021",6775.034285,6767.33644,7.7,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"October, 2021",57.9,57.9,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"October, 2021",9865,9865,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"October, 2021",162.253,140,22.25,14.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"October, 2021",2126.09,2121,5.09,0.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"October, 2021",6543.963684,5774.459831,769.5,12.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"October, 2021",273,273,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"October, 2021",4387.1938,4378,9.19,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"October, 2021",5391,5391,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"October, 2021",639.25,639.25,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"October, 2021",17420,17420,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"October, 2021",8803,8803,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"October, 2021",1732,1732,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"October, 2021",1697.594738,1519.654177,177.94,10.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"October, 2021",11210.3225,11196.9375,13.39,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"October, 2021",3747.4808,3742.4618,5.02,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"October, 2021",9.282,9.282,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"October, 2021",11065.56666,11053.96,11.61,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"October, 2021",22892,22892,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"October, 2021",218.61,217,1.61,1.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"October, 2021",368,368,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"October, 2021",128,128,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"October, 2021",155.408,151,4.41,3.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"October, 2021",5462.902955,5457.969051,4.93,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"October, 2021",448.9902557,446.066589,2.92,1.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"October, 2021",9625,9625,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"October, 2021",12767,12767,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"October, 2021",104.2887573,104.179369,0.11,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"October, 2021",14461.94377,14442.5051,19.44,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"October, 2021",10763.425,10759,4.42,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"October, 2021",1224,1224,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"October, 2021",327.882,327,0.88,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"October, 2021",20174,20174,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"October, 2021",2066,2066,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"October, 2021",8897.386557,8854.396232,42.99,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"September, 2021",57.9,57.9,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"September, 2021",10452.1205,10445,7.12,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"September, 2021",185.623,156,29.62,16.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"September, 2021",2104,2104,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"September, 2021",6612.808166,6340.227318,272.58,4.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"September, 2021",334,334,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"September, 2021",4870,4870,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"September, 2021",5548,5548,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"September, 2021",613.5,613.5,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"September, 2021",15499.39735,15421,78.4,1.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"September, 2021",8980,8980,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"September, 2021",1566,1566,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"September, 2021",1706.000338,1542.570252,163.43,10.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"September, 2021",12125,12125,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"September, 2021",3761.2708,3761.2708,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"September, 2021",9.621,9.621,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"September, 2021",10492.1774,10470.19,21.99,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"September, 2021",21502,21502,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"September, 2021",210,210,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"September, 2021",327.785,327,0.79,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"September, 2021",116,116,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"September, 2021",173.336,153,20.34,12.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"September, 2021",5609.530709,5605.11668,4.41,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"September, 2021",458.682697,456.176697,2.51,1.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"September, 2021",12002,12002,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"September, 2021",12047,12047,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"September, 2021",101.850613,101.850613,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"September, 2021",15610.0756,15522.7236,87.35,1.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"September, 2021",12454.066,12432,22.07,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"September, 2021",1212.9051,1212,0.91,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"September, 2021",305,305,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"September, 2021",22990,22990,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"September, 2021",2074,2074,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"September, 2021",8800.699931,8800.699931,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"August, 2021",59.5,59.5,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"August, 2021",11018,11018,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"August, 2021",181.658,153,28.66,16.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"August, 2021",2108.628,2019,89.63,4.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"August, 2021",6678.692563,6240.93388,437.76,7.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"August, 2021",356,356,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"August, 2021",4877.52075,4869,8.52,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"August, 2021",6550,6550,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"August, 2021",606.7328625,605.25,1.48,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"August, 2021",19451.40255,19431,20.4,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"August, 2021",11378,11378,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"August, 2021",1589,1589,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"August, 2021",1785.553167,1610.57117,174.98,10.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"August, 2021",11371.445,11371.445,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"August, 2021",3895.253,3590.99,304.26,8.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"August, 2021",9.433,9.433,0,0.00%
